STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
Mizoram,2012,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2012,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2012,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2012,Causes Not known,1,19,9,6,0,35,0,1,1,0,0,2,37
Mizoram,2012,Other Causes (Please Specity),2,12,15,3,4,36,1,4,0,1,0,6,42
Mizoram,2012,Total,7,70,57,15,8,157,3,7,1,4,1,16,173
Mizoram,2012,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Other Prolonged Illness,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2001,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Drug Abuse/Addiction,0,0,2,0,0,2,0,0,0,0,0,0,2
Nagaland,2001,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Family Problems,0,1,3,1,0,5,0,1,1,1,0,3,8
Nagaland,2001,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Love Affairs,0,0,0,0,0,0,0,3,0,0,0,3,3
Nagaland,2001,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,2,0,2,2
Nagaland,2001,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Causes Not known,0,2,8,1,0,11,0,2,4,0,0,6,17
Nagaland,2001,Other Causes (Please Specity),0,5,1,0,0,6,0,1,0,0,0,1,7
Nagaland,2001,Total,0,8,15,2,0,25,0,7,5,3,0,15,40
Nagaland,2001,Total Illness,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2002,Bankruptcy or Sudden change in Economic Status,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Not having Children (Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Professional/Career Problem,0,0,5,0,0,5,0,2,1,0,0,3,8
Nagaland,2002,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Unemployment,1,0,3,0,0,4,1,0,0,0,0,1,5
Nagaland,2002,Causes Not known,0,2,6,0,0,8,0,1,2,0,0,3,11
Nagaland,2002,Other Causes (Please Specity),0,0,1,1,0,2,1,0,0,0,0,1,3
Nagaland,2002,Total,1,2,15,1,0,19,2,3,3,0,0,8,27
Nagaland,2002,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Suspected/Illicit Relation,0,0,0,0,0,0,0,2,0,0,0,2,2
Nagaland,2003,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Drug Abuse/Addiction,0,2,3,0,0,5,0,0,0,0,0,0,5
Nagaland,2003,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,1
Nagaland,2003,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Causes Not known,0,4,8,0,0,12,0,1,0,0,0,1,13
Nagaland,2003,Other Causes (Please Specity),0,0,0,0,0,0,0,1,0,0,0,1,1
Nagaland,2003,Total,0,6,11,0,0,17,0,5,0,0,0,5,22
Nagaland,2003,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Causes Not known,0,10,13,2,0,25,0,4,2,0,0,6,31
Nagaland,2004,Other Causes (Please Specity),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Total,0,10,13,2,0,25,0,4,2,0,0,6,31
Nagaland,2004,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Other Prolonged Illness,0,0,2,1,0,3,0,0,1,0,0,1,4
Nagaland,2005,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Drug Abuse/Addiction,0,1,7,0,0,8,0,0,0,0,0,0,8
Nagaland,2005,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Love Affairs,0,1,0,0,0,1,0,2,0,0,0,2,3
Nagaland,2005,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Causes Not known,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Other Causes (Please Specity),0,2,4,3,0,9,0,1,2,0,0,3,12
Nagaland,2005,Total,0,4,13,4,0,21,0,3,3,0,0,6,27
Nagaland,2005,Total Illness,0,0,2,1,0,3,0,0,1,0,0,1,4
Nagaland,2006,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Other Prolonged Illness,0,0,0,0,0,0,0,1,0,0,0,1,1
Nagaland,2006,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Drug Abuse/Addiction,0,1,1,0,0,2,0,1,0,0,0,1,3
Nagaland,2006,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Family Problems,0,3,1,1,0,5,0,0,1,0,0,1,6
Nagaland,2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Unemployment,0,2,0,0,0,2,0,0,0,0,0,0,2
Nagaland,2006,Causes Not known,1,3,3,2,0,9,0,2,3,0,0,5,14
Nagaland,2006,Other Causes (Please Specity),0,0,1,0,0,1,0,0,0,1,0,1,2
Nagaland,2006,Total,1,9,6,3,0,19,0,4,4,1,0,9,28
Nagaland,2006,Total Illness,0,0,0,0,0,0,0,1,0,0,0,1,1
Nagaland,2007,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Insanity/Mental Illness,0,0,0,0,0,0,0,0,1,0,0,1,1
Nagaland,2007,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Drug Abuse/Addiction,0,0,1,0,0,1,0,0,1,0,0,1,2
Nagaland,2007,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Family Problems,0,1,1,0,0,2,0,0,2,0,0,2,4
Nagaland,2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Causes Not known,0,1,3,4,0,8,0,1,0,0,0,1,9
Nagaland,2007,Other Causes (Please Specity),0,2,3,1,0,6,0,2,0,0,0,2,8
Nagaland,2007,Total,0,4,8,5,0,17,0,3,4,0,0,7,24
Nagaland,2007,Total Illness,0,0,0,0,0,0,0,0,1,0,0,1,1
Nagaland,2008,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Drug Abuse/Addiction,0,0,2,0,0,2,0,0,0,0,0,0,2
Nagaland,2008,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Family Problems,0,0,0,2,0,2,0,2,0,0,0,2,4
Nagaland,2008,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Causes Not known,0,1,5,1,0,7,0,3,0,0,0,3,10
Nagaland,2008,Other Causes (Please Specity),0,1,13,7,0,21,0,3,2,0,0,5,26
Nagaland,2008,Total,0,2,20,10,0,32,0,8,2,0,0,10,42
Nagaland,2008,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Bankruptcy or Sudden change in Economic,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2009,Suspected/Illicit Relation,0,1,0,0,0,1,0,0,0,0,0,0,1
Nagaland,2009,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Insanity/Mental Illness,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2009,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Drug Abuse/Addiction,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2009,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Family Problems,0,1,0,1,0,2,0,0,0,0,0,0,2
Nagaland,2009,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Causes Not known,2,10,4,3,0,19,0,3,2,0,0,5,24
Nagaland,2009,Other Causes (Please Specity),0,0,0,0,0,0,0,1,0,0,0,1,1
Nagaland,2009,Total,2,12,7,4,0,25,0,4,2,0,0,6,31
Nagaland,2009,Total Illness,0,0,1,0,0,1,0,0,0,0,0,0,1
Nagaland,2010,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Family Problems,0,0,2,0,0,2,0,0,0,0,0,0,2
Nagaland,2010,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Causes Not known,0,4,4,0,0,8,0,0,0,0,0,0,8
Nagaland,2010,Other Causes (Please Specity),0,0,0,1,0,1,0,1,0,0,0,1,2
Nagaland,2010,Total,0,4,6,1,0,11,0,1,0,0,0,1,12
Nagaland,2010,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
